claim_number,policy_number,policyholder_id,vehicle_vin,claim_type,claim_status,severity,incident_date,incident_location,incident_description,number_of_vehicles_involved,claimed_amount,approved_amount,paid_amount,payment_method,incident_evidence,fraud_score,is_fraudulent,fraud_reason,submitted_date,reviewed_date,closed_date
CLM-739388116448,POL-756949450991,ZW-PH-0155040890,14W1KBVKYRP0TZLZD,ACCIDENT,SUBMITTED,MINOR,2026-04-21 09:40:05,"Farm Road, Chitungwiza, HARARE",Backed into another vehicle at Borrowdale Racecourse parking,2,2254.64,0.00,0.00,SWIPE,,0.0504,False,,2026-04-22 22:40:05,,
CLM-389268575957,POL-555687134174,ZW-PH-1563402036,Z0LBPM56CCEDTE78D,ACCIDENT,PAID,MAJOR,2024-07-02 15:52:48,"Gas Station, Chipinge, MANICALAND","Hit and run incident on Simon Mazorodze Road, other driver fled",1,2707.07,2337.825652,2337.825652,ECOCASH,,0.3932,False,Multiple claims history,2024-07-04 10:52:48,2024-07-24 10:52:48,
CLM-183621328491,POL-555687134174,ZW-PH-1563402036,Z0LBPM56CCEDTE78D,NATURAL_DISASTER,CLOSED,MODERATE,2024-10-12 19:18:38,"Farm Road, Chipinge, MANICALAND","Erosion collapsed parking bay, vehicle dropped into ditch",1,2175.01,2099.319652,2099.319652,SWIPE,,0.38739999999999997,False,Multiple claims history,2024-10-15 05:18:38,2024-10-20 05:18:38,2024-10-29 05:18:38
CLM-189574684958,POL-875426831293,ZW-PH-1563402036,MHJRN6GZDK8GWR81X,ACCIDENT,PAID,MODERATE,2025-02-17 21:47:17,"Highway A2, Chipinge, MANICALAND",Vehicle compromised — exact sequence of events unknown,2,678.76,580.747056,580.747056,CASH,,0.6178,False,Non-specific incident description; Multiple claims history,2025-02-19 22:47:17,2025-03-08 22:47:17,
CLM-854385134283,POL-005938010546,ZW-PH-3730691242,Z60LH9XS7ZJ0P4UVB,ACCIDENT,UNDER_REVIEW,MODERATE,2026-03-27 08:39:38,"Rural Road, Chinhoyi, MASHONALAND_WEST",Multi-vehicle collision on A1 highway due to sudden braking,1,1790.62,0.00,0.00,ECOCASH,,0.0168,False,,2026-03-28 17:39:38,,
CLM-006234473850,POL-204429744044,ZW-PH-9485845898,TEHAS64W8R4R4UJKS,ACCIDENT,UNDER_REVIEW,MAJOR,2024-05-02 00:00:00,"Gas Station, Marondera, MASHONALAND_EAST","Accident happened, full details still being established",1,13218.01,6888.359358,6888.359358,CASH,,0.9479,True,Claim amount suspiciously close to coverage limit; Claimed amount grossly inflated beyond vehicle proportion; Claim filed within first 14 days of policy inception; Non-specific incident description,2024-05-02 02:00:00,2024-12-24 08:52:55,
CLM-165318346510,POL-161120173364,ZW-PH-4042453054,TYB3BA2RMNPNZRUCC,ACCIDENT,APPROVED,MINOR,2026-03-03 09:58:52,"Township Road, Mount Darwin, MASHONALAND_CENTRAL",Side-swipe on Bulawayo Road near Gweru tollgate,1,2120.13,1822.675761,0.00,CASH,,0.0051,False,,2026-03-04 15:58:52,2026-03-17 15:58:52,
CLM-976265150442,POL-818873204884,ZW-PH-7305708982,WE5GA28LYUJMUG82A,ACCIDENT,PAID,MINOR,2026-01-28 11:34:35,"Harare CBD, Shurugwi, MIDLANDS",T-bone collision at four-way stop near Chitungwiza,2,414.44,395.707312,395.707312,ECOCASH,,0.1214,False,,2026-01-29 05:34:35,2026-02-17 05:34:35,
CLM-104417758536,POL-861663572860,ZW-PH-2576982346,E6U4KU307ELPWVTG8,ACCIDENT,CLOSED,MINOR,2025-12-24 01:37:25,"Victoria Falls, Triangle, MASVINGO",Single vehicle accident — lost control on wet road near Mutare,1,148.82,136.854872,136.854872,ECOCASH,,0.0127,False,,2025-12-24 23:37:25,2026-01-05 23:37:25,2026-01-12 23:37:25
CLM-969369185189,POL-905029248356,ZW-PH-5012288589,KF4UNDPE7C9NWSV0G,OTHER,PAID,MINOR,2025-02-22 11:17:10,"Commuter Terminus, Macheke, MASHONALAND_EAST",Collision with cattle on A5 rural road near Gwanda,1,458.39,431.024117,431.024117,ECOCASH,,0.0854,False,,2025-02-24 09:17:10,2025-03-07 09:17:10,
CLM-068271497084,POL-325088523913,ZW-PH-8987384351,HPETWX3JS4PXYSAR9,NATURAL_DISASTER,REJECTED,MODERATE,2026-02-14 05:17:51,"Beitbridge Border Post, Bindura, MASHONALAND_CENTRAL",Large branch fell through windscreen during overnight storm,1,501.31,0.00,0.00,ECOCASH,,0.1067,False,,2026-02-16 23:17:51,2026-03-03 23:17:51,2026-03-03 23:17:51
CLM-447037583979,POL-390994668578,ZW-PH-4556496399,C4426FYSULN8EH2W8,VANDALISM,CLOSED,MINOR,2026-02-22 23:03:58,"Harare CBD, Kariba, MASHONALAND_WEST","Windscreen and side windows smashed, nothing stolen",1,286.38,273.406986,273.406986,CASH,,0.278,False,,2026-02-23 05:03:58,2026-03-15 05:03:58,2026-03-29 05:03:58
CLM-678027003887,POL-086252034800,ZW-PH-0342769352,1MHWUB2MX8YKGF53G,VANDALISM,CLOSED,MAJOR,2025-01-11 16:30:05,"Tollgate, Mutare, MANICALAND",Tyres slashed in Avenues apartment block parking,1,5057.6,5018.65648,5018.65648,SWIPE,,0.2465,False,,2025-01-14 16:30:05,2025-01-31 16:30:05,2025-02-09 16:30:05
CLM-437471732843,POL-083981983383,ZW-PH-1237090461,YR2901W1FJRUNNRPW,OTHER,APPROVED,MODERATE,2026-03-31 03:18:46,"Township Road, Bulawayo, BULAWAYO",Rock thrown at windscreen from overpass near Chitungwiza,1,964.41,840.097551,0.00,CASH,,0.1083,False,,2026-04-01 11:18:46,2026-04-14 11:18:46,
CLM-202113996533,POL-083981983383,ZW-PH-1237090461,YR2901W1FJRUNNRPW,VANDALISM,SUBMITTED,MODERATE,2026-04-12 14:17:37,"Simon Mazorodze Road, Bulawayo, BULAWAYO","Damage found on vehicle, cause uncertain at this time",1,1692.55,0.00,0.00,CASH,,0.6101,False,Non-specific incident description,2026-04-13 11:17:37,,
CLM-454733344039,POL-610172650371,ZW-PH-0586293749,UR5CL32M8CC8U0RH3,NATURAL_DISASTER,PAID,MINOR,2025-09-18 04:51:16,"Chirundu Border Post, Norton, HARARE",Flash flood submerged vehicle in Budiriro low-lying area,1,1147.6,1000.13340,1000.13340,CASH,,0.1679,False,,2025-09-19 16:51:16,2025-09-24 16:51:16,
CLM-932560037329,POL-610172650371,ZW-PH-0586293749,UR5CL32M8CC8U0RH3,THEFT,PAID,MINOR,2025-06-18 23:02:10,"Parking Lot, Norton, HARARE",Vehicle stolen and recovered badly damaged near Highfield,1,1227.3,1112.05653,1112.05653,SWIPE,,0.048,False,,2025-06-19 05:02:10,2025-07-04 05:02:10,
CLM-756014585874,POL-499263449697,ZW-PH-9378453759,SFLFV4LH80UFG43EC,ACCIDENT,PAID,MINOR,2025-10-29 10:51:01,"Township Road, Kwekwe, MIDLANDS",T-bone collision at four-way stop near Chitungwiza,2,471.53,467.946372,467.946372,BANK_TRANSFER,,0.1443,False,,2025-10-30 01:51:01,2025-11-15 01:51:01,
CLM-207973586446,POL-857920174551,ZW-PH-0645241516,TSRY8H3VKXCB4FJXA,VANDALISM,PAID,MODERATE,2025-07-06 07:02:40,"Chirundu Border Post, Mutare, MANICALAND",Aerial snapped and roof aerial mount vandalised,1,1311.71,1169.520636,1169.520636,SWIPE,,0.28459999999999996,False,Multiple claims history,2025-07-09 00:02:40,2025-07-29 00:02:40,
CLM-661754015322,POL-857920174551,ZW-PH-0645241516,TSRY8H3VKXCB4FJXA,VANDALISM,PAID,MINOR,2024-10-17 14:00:00,"Parking Lot, Mutare, MANICALAND",Vehicle spray-painted with graffiti in Mbare overnight,1,314.37,279.7893,279.7893,CASH,,0.6153,False,Claim filed within first 14 days of policy inception; Multiple claims history,2024-10-17 17:00:00,2025-10-02 16:50:58,
CLM-258386676692,POL-857920174551,ZW-PH-0645241516,TSRY8H3VKXCB4FJXA,ACCIDENT,PAID,MINOR,2025-01-05 09:44:49,"Industrial Area, Mutare, MANICALAND",Hit while parked at Sam Levy Shopping Centre,1,580.37,527.382219,527.382219,BANK_TRANSFER,,0.3067,False,Multiple claims history,2025-01-06 12:44:49,2025-01-25 12:44:49,
CLM-843202817185,POL-498869930506,ZW-PH-1343662986,F38UP1SGHCDW00286,ACCIDENT,UNDER_REVIEW,MINOR,2026-04-08 12:49:36,"Samora Machel Avenue, Chinhoyi, MASHONALAND_WEST",Side collision at intersection — other driver ran red light in Harare CBD,2,955.66,0.00,0.00,BANK_TRANSFER,,0.226,False,,2026-04-11 11:49:36,,
CLM-807298674957,POL-909145255617,ZW-PH-1762284301,WBW8Y1A7X9NSCWR5V,THEFT,UNDER_REVIEW,MINOR,2026-04-07 13:54:12,"Roadblock, Kariba, MASHONALAND_WEST",Wheels and rims stolen while parked on Jason Moyo Avenue overnight,1,1410.27,0.00,0.00,ECOCASH,,0.0567,False,,2026-04-08 03:54:12,,
CLM-283307320349,POL-909145255617,ZW-PH-1762284301,WBW8Y1A7X9NSCWR5V,ACCIDENT,SUBMITTED,MINOR,2026-04-15 10:02:25,"Simon Mazorodze Road, Kariba, MASHONALAND_WEST",Side collision at intersection — other driver ran red light in Harare CBD,2,1064.95,0.00,0.00,ECOCASH,,0.0295,False,,2026-04-16 12:02:25,,
CLM-040310731246,POL-318690311594,ZW-PH-5041154181,P15JBBLLGHEHAXLV1,THEFT,CLOSED,MINOR,2026-01-26 04:12:00,"Highway A5, Rusape, MANICALAND",Vehicle stolen and recovered badly damaged near Highfield,1,385.61,336.63753,336.63753,CASH,,0.2925,False,Multiple claims history,2026-01-29 04:12:00,2026-02-09 04:12:00,2026-02-20 04:12:00
CLM-930952353629,POL-318690311594,ZW-PH-5041154181,P15JBBLLGHEHAXLV1,VANDALISM,CLOSED,MINOR,2026-01-10 09:38:46,"Parking Lot, Rusape, MANICALAND",Tyres slashed in Avenues apartment block parking,1,666.13,604.912653,604.912653,SWIPE,,0.1303,False,Multiple claims history,2026-01-10 10:38:46,2026-01-21 10:38:46,2026-02-04 10:38:46
CLM-015808247849,POL-318690311594,ZW-PH-5041154181,P15JBBLLGHEHAXLV1,THEFT,PAID,MINOR,2026-01-10 18:15:27,"Harare CBD, Rusape, MANICALAND","Vehicle stolen from Malls car park, later recovered without engine",1,694.13,668.030712,668.030712,SWIPE,,0.24080000000000001,False,Multiple claims history,2026-01-11 03:15:27,2026-01-17 03:15:27,
CLM-736434428153,POL-252551291090,ZW-PH-6190750451,NAV0K0K57MPWA6PML,NATURAL_DISASTER,CLOSED,MODERATE,2026-03-10 13:45:30,"Bulawayo Road, Bulawayo, BULAWAYO","Erosion collapsed parking bay, vehicle dropped into ditch",1,1984.01,1819.733972,1819.733972,SWIPE,,0.2716,False,,2026-03-10 15:45:30,2026-03-15 15:45:30,2026-03-21 15:45:30
CLM-590519006719,POL-889137507930,ZW-PH-7057034702,HSZZ3STL9NBVRYVVC,ACCIDENT,CLOSED,MAJOR,2026-02-23 07:42:29,"Highway A5, Marondera, MASHONALAND_EAST",Single vehicle accident — lost control on wet road near Mutare,2,5050.03,4956.099442,4956.099442,CASH,,0.2276,False,,2026-02-25 02:42:29,2026-03-15 02:42:29,2026-03-29 02:42:29
CLM-546817860141,POL-889137507930,ZW-PH-7057034702,HSZZ3STL9NBVRYVVC,ACCIDENT,CLOSED,MODERATE,2026-02-16 17:59:21,"Airport Road, Marondera, MASHONALAND_EAST",Single vehicle accident — lost control on wet road near Mutare,2,2439.35,2269.083370,2269.083370,ECOCASH,,0.271,False,,2026-02-18 17:59:21,2026-02-26 17:59:21,2026-03-08 17:59:21
CLM-499725559091,POL-624043418149,ZW-PH-6502955907,MPNEX9RHALK8HP18W,ACCIDENT,PAID,MODERATE,2025-10-11 20:56:46,"Highway A1, Chiredzi, MASVINGO",Backed into another vehicle at Borrowdale Racecourse parking,2,8360.23,1888.243948,1888.243948,ECOCASH,,0.6591,False,Claimed amount grossly inflated beyond vehicle proportion; Claim exceeds market value for 14-year-old vehicle,2025-10-13 07:56:46,2025-10-30 07:56:46,
CLM-764447236734,POL-672089874733,ZW-PH-4187096612,P0EVWVPJH06C7UEPJ,NATURAL_DISASTER,REJECTED,MINOR,2025-06-16 18:00:00,"Commuter Terminus, Bulawayo, BULAWAYO",Flash flood submerged vehicle in Budiriro low-lying area,1,9652.11,0.00,0.00,SWIPE,,0.7658,True,Claim filed within first 14 days of policy inception; Claim exceeds market value for 24-year-old vehicle; Staged incident in high-risk location with near-maximum claim,2025-06-17 15:00:00,2025-07-17 15:00:00,2025-07-17 15:00:00
CLM-053965445541,POL-650380389354,ZW-PH-3719632210,BYY8F3TECDTM2P695,ACCIDENT,PAID,MAJOR,2025-09-21 17:38:50,"Samora Machel Avenue, Bulawayo, BULAWAYO",Collision in Westgate shopping mall parking area while reversing,1,11243.59,9757.187402,9757.187402,ECOCASH,,0.237,False,,2025-09-22 23:38:50,2025-10-03 23:38:50,
CLM-518908683021,POL-452982276284,ZW-PH-3719632210,E2R1C02VAYLFB6ECT,VANDALISM,REJECTED,MINOR,2026-01-28 22:00:00,"Border Post Area, Chirundu, BULAWAYO",Headlights and taillights smashed in parking garage,1,5624.76,0.00,0.00,ECOCASH,,0.86,True,Claim filed within first 14 days of policy inception; Claim exceeds market value for 12-year-old vehicle; Incident at border crossing — difficult to verify independently,2026-01-29 12:00:00,2026-03-01 12:00:00,2026-03-01 12:00:00
CLM-940236266130,POL-155344928561,ZW-PH-2296836838,953ZYJPWLADUHPEC4,ACCIDENT,PAID,MINOR,2026-01-02 10:18:12,"Samora Machel Avenue, Chiredzi, MASVINGO",Side-swipe on Bulawayo Road near Gweru tollgate,2,1260.57,509.044224,509.044224,ECOCASH,,0.6032,False,Claimed amount grossly inflated beyond vehicle proportion,2026-01-04 15:18:12,2026-01-12 15:18:12,
CLM-838220291435,POL-278371268641,ZW-PH-2447510854,9EUKGYCLAPLH05W7P,ACCIDENT,CLOSED,MODERATE,2025-04-22 18:52:50,"Samora Machel Avenue, Mount Darwin, MASHONALAND_CENTRAL",Backed into another vehicle at Borrowdale Racecourse parking,1,1819.68,1791.656928,1791.656928,BANK_TRANSFER,,0.2695,False,,2025-04-25 04:52:50,2025-05-06 04:52:50,2025-05-16 04:52:50
CLM-312642963318,POL-745705194792,ZW-PH-1903076238,7KSX6EPFYTFWLLD20,OTHER,SUBMITTED,MAJOR,2026-03-26 20:16:15,"Shopping Center Parking, Chiredzi, MASVINGO",Collision with donkey cart on rural road near Chiredzi,1,4275.58,0.00,0.00,ECOCASH,,0.2785,False,,2026-03-27 13:16:15,,
CLM-851525042711,POL-884215439070,ZW-PH-4870023638,4EWCWR6UEHS84AGK2,FIRE,APPROVED,MAJOR,2026-04-16 07:22:11,"Industrial Area, Gweru, MIDLANDS",Exhaust system fault caused slow-burning fire under chassis,1,13090.16,13018.164120,0.00,CASH,,0.1666,False,,2026-04-19 05:22:11,2026-04-25 05:22:11,
CLM-626369209968,POL-116670566914,ZW-PH-0839288253,6KNKNLRDWSD7HY6NY,NATURAL_DISASTER,PAID,MINOR,2025-01-02 12:16:28,"Harare CBD, Kwekwe, MIDLANDS","Severe hail damage to bonnet, roof and boot during Harare storms",1,180.23,164.027323,164.027323,ECOCASH,,0.0691,False,,2025-01-03 13:16:28,2025-01-10 13:16:28,
CLM-888357111322,POL-116670566914,ZW-PH-0839288253,6KNKNLRDWSD7HY6NY,ACCIDENT,PAID,MINOR,2025-06-11 14:32:58,"Residential Area, Kwekwe, MIDLANDS",Collision in Westgate shopping mall parking area while reversing,3,425.1,403.67496,403.67496,SWIPE,,0.0197,False,,2025-06-13 23:32:58,2025-06-23 23:32:58,
CLM-942888089415,POL-687565837690,ZW-PH-6029138237,RK1NC8MW0808G6CA5,ACCIDENT,SUBMITTED,MINOR,2026-04-22 21:14:57,"Tollgate, Victoria Falls, MATABELELAND_NORTH",Side-swipe on Bulawayo Road near Gweru tollgate,2,311.97,0.00,0.00,ECOCASH,,0.1559,False,Multiple claims history,2026-04-24 00:14:57,,
CLM-610764991040,POL-687565837690,ZW-PH-6029138237,RK1NC8MW0808G6CA5,ACCIDENT,CLOSED,MINOR,2026-03-10 18:48:19,"Tollgate, Victoria Falls, MATABELELAND_NORTH",Backed into another vehicle at Borrowdale Racecourse parking,1,430.39,380.206526,380.206526,CASH,,0.2534,False,Multiple claims history,2026-03-13 02:48:19,2026-03-25 02:48:19,2026-03-31 02:48:19
CLM-085463827791,POL-930897474682,ZW-PH-6029138237,3C12JJ9W7X105SNRP,THEFT,CLOSED,MINOR,2024-12-25 12:07:58,"Highway A2, Victoria Falls, MATABELELAND_NORTH","Break-in at office park, sound system and GPS unit stolen",1,348.3,318.03273,318.03273,SWIPE,,0.3852,False,Multiple claims history,2024-12-28 09:07:58,2025-01-07 09:07:58,2025-01-22 09:07:58
CLM-059978479563,POL-683594433905,ZW-PH-8354199952,8AVBZ5RCDDEW3SJY4,ACCIDENT,CLOSED,MODERATE,2025-11-26 11:57:00,"Chirundu Border Post, Bulawayo, BULAWAYO",Collision in Westgate shopping mall parking area while reversing,2,430.91,427.419629,427.419629,CASH,,0.0271,False,,2025-11-28 06:57:00,2025-12-10 06:57:00,2025-12-20 06:57:00
CLM-863568721591,POL-683594433905,ZW-PH-8354199952,8AVBZ5RCDDEW3SJY4,NATURAL_DISASTER,PAID,MODERATE,2025-07-10 16:21:17,"Gas Station, Bulawayo, BULAWAYO",Tornado debris caused significant body damage in Chipinge,1,444.88,398.078624,398.078624,SWIPE,,0.0125,False,,2025-07-13 12:21:17,2025-08-02 12:21:17,
CLM-098890162067,POL-807334626057,ZW-PH-8426176123,9GN52K39FZ7ML2FBR,ACCIDENT,CLOSED,MINOR,2025-10-06 12:19:21,"Bulawayo CBD, Gokwe, MIDLANDS",Rear-ended at traffic light during rush hour on Samora Machel Avenue,1,509.2,470.44988,470.44988,CASH,,0.3174,False,Multiple claims history,2025-10-06 14:19:21,2025-10-24 14:19:21,2025-11-07 14:19:21
CLM-372503775643,POL-807334626057,ZW-PH-8426176123,9GN52K39FZ7ML2FBR,VANDALISM,CLOSED,MINOR,2025-11-01 20:28:24,"Residential Area, Gokwe, MIDLANDS","Accident happened, full details still being established",1,643.09,596.723211,596.723211,BANK_TRANSFER,,0.6446,False,Non-specific incident description; Multiple claims history,2025-11-03 20:28:24,2025-11-12 20:28:24,2025-11-27 20:28:24
CLM-047239293861,POL-807334626057,ZW-PH-8426176123,9GN52K39FZ7ML2FBR,ACCIDENT,PAID,MAJOR,2026-01-20 19:52:33,"Highway A1, Gokwe, MIDLANDS",Multi-vehicle collision on A1 highway due to sudden braking,2,2388.65,2319.618015,2319.618015,ECOCASH,,0.1937,False,Multiple claims history,2026-01-23 08:52:33,2026-01-28 08:52:33,
CLM-816514351380,POL-807334626057,ZW-PH-8426176123,9GN52K39FZ7ML2FBR,ACCIDENT,PAID,MAJOR,2025-05-20 09:54:56,"Border Post Area, Mutare, MIDLANDS",Collision in Westgate shopping mall parking area while reversing,1,1853.65,1689.231245,1689.231245,CASH,,0.6843,False,Incident at border crossing — difficult to verify independently; Multiple claims history,2025-05-23 08:54:56,2025-06-11 08:54:56,
CLM-382272442953,POL-811629882967,ZW-PH-8426176123,NRT5LZGA16NE37SYN,VANDALISM,APPROVED,MINOR,2025-10-15 04:35:43,"Township Road, Gokwe, MIDLANDS",Tyres slashed in Avenues apartment block parking,1,11880.58,756.55936,0.00,SWIPE,,0.6944,False,Claimed amount grossly inflated beyond vehicle proportion; Staged incident in high-risk location with near-maximum claim; Multiple claims history,2025-10-16 05:35:43,2025-11-03 05:35:43,
CLM-762508029234,POL-741512291604,ZW-PH-1544527434,W57J8B4CW7BK6R3R1,ACCIDENT,SUBMITTED,MAJOR,2026-04-15 12:26:25,"Tollgate, Bindura, MASHONALAND_CENTRAL",Side collision at intersection — other driver ran red light in Harare CBD,2,9568.2,0.00,0.00,ECOCASH,,0.1894,False,Multiple claims history,2026-04-18 09:26:25,,
CLM-420305158050,POL-741512291604,ZW-PH-1544527434,W57J8B4CW7BK6R3R1,ACCIDENT,SUBMITTED,MINOR,2026-04-23 16:39:35,"Samora Machel Avenue, Bindura, MASHONALAND_CENTRAL",Side collision at intersection — other driver ran red light in Harare CBD,2,1270.8,0.00,0.00,CASH,,0.5114,False,Multiple claims history,2026-04-26 02:39:35,,
CLM-510737077161,POL-741512291604,ZW-PH-1544527434,W57J8B4CW7BK6R3R1,ACCIDENT,SUBMITTED,MAJOR,2026-04-20 22:09:13,"Highway A1, Bindura, MASHONALAND_CENTRAL",Backed into another vehicle at Borrowdale Racecourse parking,1,11661.03,0.00,0.00,BANK_TRANSFER,,0.3095,False,Multiple claims history,2026-04-22 07:09:13,,
CLM-950784151902,POL-741512291604,ZW-PH-1544527434,W57J8B4CW7BK6R3R1,ACCIDENT,SUBMITTED,MODERATE,2026-04-18 03:56:53,"Roadblock, Bindura, MASHONALAND_CENTRAL",Multi-vehicle collision on A1 highway due to sudden braking,3,6134.09,0.00,0.00,SWIPE,,0.2218,False,Multiple claims history,2026-04-18 07:56:53,,
CLM-547749668107,POL-147050891369,ZW-PH-7808865775,ZD6P8DCS8DZ5EAR4M,NATURAL_DISASTER,CLOSED,MAJOR,2025-08-24 12:23:11,"Commuter Terminus, Chimanimani, MANICALAND","Severe hail damage to bonnet, roof and boot during Harare storms",1,2443.91,2089.054268,2089.054268,BANK_TRANSFER,,0.3717,False,,2025-08-25 16:23:11,2025-09-06 16:23:11,2025-09-21 16:23:11
CLM-919986727076,POL-007384679919,ZW-PH-7548421062,V51D9NWZZARKPM1VR,ACCIDENT,PAID,MINOR,2024-10-28 20:44:19,"Simon Mazorodze Road, Chinhoyi, MASHONALAND_WEST",Multi-vehicle collision on A1 highway due to sudden braking,2,292.74,257.786844,257.786844,SWIPE,,0.2642,False,,2024-10-30 02:44:19,2024-11-12 02:44:19,
CLM-637076107203,POL-007384679919,ZW-PH-7548421062,V51D9NWZZARKPM1VR,THEFT,PAID,MODERATE,2025-03-28 01:33:05,"Chirundu Border Post, Chinhoyi, MASHONALAND_WEST",Theft of tools from bakkie load bed at construction site,1,560.02,516.842458,516.842458,BANK_TRANSFER,,0.0573,False,,2025-03-29 23:33:05,2025-04-14 23:33:05,
CLM-426518461531,POL-997549496854,ZW-PH-9418391518,UZRSSVUPJTU1VJWRX,THEFT,APPROVED,MINOR,2026-04-15 23:09:51,"Roadblock, Gokwe, MIDLANDS","Car broken into at Avondale flea market, laptop and handbag stolen",1,896.26,878.603678,0.00,SWIPE,,0.1694,False,,2026-04-17 09:09:51,2026-04-26 09:09:51,
CLM-992244758694,POL-997549496854,ZW-PH-9418391518,UZRSSVUPJTU1VJWRX,ACCIDENT,CLOSED,MINOR,2026-01-25 15:43:23,"Samora Machel Avenue, Gokwe, MIDLANDS",Backed into another vehicle at Borrowdale Racecourse parking,2,721.77,667.63725,667.63725,BANK_TRANSFER,,0.1137,False,,2026-01-28 05:43:23,2026-02-17 05:43:23,2026-02-26 05:43:23
CLM-781527293565,POL-129250585644,ZW-PH-5860611593,Y1E4DLDNW6KCFVZVC,NATURAL_DISASTER,PAID,MAJOR,2024-09-16 00:19:26,"Simon Mazorodze Road, Macheke, MASHONALAND_EAST","Severe hail damage to bonnet, roof and boot during Harare storms",1,10776.6,5081.05856,5081.05856,ECOCASH,,0.5428,False,Claimed amount grossly inflated beyond vehicle proportion,2024-09-18 20:19:26,2024-09-28 20:19:26,
CLM-083978310012,POL-687054870945,ZW-PH-3281850448,Z7RGMPCG7AMKCNH8B,THEFT,CLOSED,MAJOR,2025-11-24 02:04:28,"Shopping Center Parking, Gweru, MIDLANDS","Accident happened, full details still being established",1,4815.35,2783.675136,2783.675136,BANK_TRANSFER,,0.604,False,Claimed amount grossly inflated beyond vehicle proportion; Non-specific incident description,2025-11-25 04:04:28,2025-12-06 04:04:28,2025-12-14 04:04:28
CLM-162649509441,POL-310401531024,ZW-PH-9607347379,1KHH3EZJXF6V54H26,OTHER,UNDER_REVIEW,MINOR,2026-03-29 04:05:34,"Tollgate, Rusape, MANICALAND",Struck by falling rock from kopje near Marondera,1,674.98,0.00,0.00,BANK_TRANSFER,,0.3984,False,,2026-03-31 17:05:34,,
CLM-800169980668,POL-558796089730,ZW-PH-7982471454,F4XRW7ZYLTGRHT1CB,THEFT,CLOSED,TOTAL_LOSS,2025-02-23 14:01:27,"Highway A2, Bulawayo, BULAWAYO","Car broken into at Avondale flea market, laptop and handbag stolen",1,20850.7,19927.01399,19927.01399,BANK_TRANSFER,,0.0521,False,,2025-02-25 01:01:27,2025-03-07 01:01:27,2025-03-18 01:01:27
CLM-678607671511,POL-671450428230,ZW-PH-9090474995,WPBEUZPZ7DE9BYZK1,VANDALISM,APPROVED,MINOR,2026-04-11 16:14:10,"Robert Mugabe Road, Chinhoyi, MASHONALAND_WEST",Tyres slashed in Avenues apartment block parking,1,1714.12,1525.909624,0.00,BANK_TRANSFER,,0.39349999999999996,False,Multiple claims history,2026-04-14 02:14:10,2026-04-25 02:14:10,
CLM-601468166383,POL-671450428230,ZW-PH-9090474995,WPBEUZPZ7DE9BYZK1,ACCIDENT,PAID,MAJOR,2026-02-24 10:01:19,"Parking Lot, Chinhoyi, MASHONALAND_WEST",Side-swipe on Bulawayo Road near Gweru tollgate,2,6295.46,5601.700308,5601.700308,CASH,,0.2063,False,Multiple claims history,2026-02-26 20:01:19,2026-03-07 20:01:19,
CLM-863117578039,POL-671450428230,ZW-PH-9090474995,WPBEUZPZ7DE9BYZK1,NATURAL_DISASTER,CLOSED,MINOR,2026-01-19 19:10:01,"Rural Road, Chinhoyi, MASHONALAND_WEST",Large branch fell through windscreen during overnight storm,1,1791.97,1784.085332,1784.085332,SWIPE,,0.1456,False,Multiple claims history,2026-01-21 04:10:01,2026-02-01 04:10:01,2026-02-12 04:10:01
CLM-179169219362,POL-242714306808,ZW-PH-7626229737,7FCXJB5C5YHVHYC6Y,VANDALISM,PAID,MINOR,2026-03-10 04:09:33,"Residential Area, Bulawayo, BULAWAYO",Vehicle spray-painted with graffiti in Mbare overnight,1,377.95,366.800475,366.800475,SWIPE,,0.2738,False,,2026-03-12 17:09:33,2026-03-29 17:09:33,
CLM-357832100158,POL-242714306808,ZW-PH-7626229737,7FCXJB5C5YHVHYC6Y,ACCIDENT,CLOSED,MINOR,2026-02-15 23:44:34,"Harare CBD, Bulawayo, BULAWAYO",Collision in Westgate shopping mall parking area while reversing,2,166.24,153.888368,153.888368,SWIPE,,0.1633,False,,2026-02-17 09:44:34,2026-02-24 09:44:34,2026-03-08 09:44:34
CLM-422223229063,POL-032464946836,ZW-PH-0326034818,4VEUN9DVWRJ64A014,ACCIDENT,PAID,MODERATE,2025-11-15 19:08:23,"Highway A1, Kwekwe, MIDLANDS",Single vehicle accident — lost control on wet road near Mutare,2,2201.38,2182.448132,2182.448132,CASH,,0.2666,False,,2025-11-16 08:08:23,2025-11-25 08:08:23,
CLM-613664024597,POL-154474335709,ZW-PH-9781707282,2TE48VMMKWSRJJU7J,VANDALISM,SUBMITTED,MODERATE,2026-04-22 01:28:40,"Airport Road, Bulawayo, BULAWAYO",Vehicle spray-painted with graffiti in Mbare overnight,1,2613.83,0.00,0.00,BANK_TRANSFER,,0.1023,False,Multiple claims history,2026-04-24 23:28:40,,
CLM-375822585170,POL-154474335709,ZW-PH-9781707282,2TE48VMMKWSRJJU7J,ACCIDENT,SUBMITTED,MINOR,2026-04-22 20:41:29,"Bulawayo CBD, Bulawayo, BULAWAYO",Backed into another vehicle at Borrowdale Racecourse parking,2,558.68,0.00,0.00,ECOCASH,,0.10400000000000001,False,Multiple claims history,2026-04-23 19:41:29,,
